model,plus_amb_score,minus_amb_score,plus_amb_img_score,minus_amb_img_score,DT,DV,DV_adj,ViPr,ViPr_adj,ViPr_abs,ViPr_abs_adj,DT+,DV+,DV_adj+,ViPr+,ViPr_adj+
Salesforce/blip2-opt-2.7b,10.76418399810791,7.449910163879394,12.599918365478516,7.394062995910644,3.314273834228516,-1.8357343673706052,-1.8915815353393557,-0.5538873548745018,-0.5707378538863765,0.5538873548745018,0.5707378538863765,3.314273834228516,0.0,0.0,0.0,0.0
Salesforce/blip2-opt-2.7b,9.258678436279297,1.1181793212890625,2.6448230743408203,1.1659832000732422,8.140499114990234,6.613855361938477,6.661659240722656,0.8124631264635191,0.8183354787737297,0.8124631264635191,0.8183354787737297,8.140499114990234,6.613855361938477,6.661659240722656,0.8124631264635191,0.8183354787737297
Salesforce/blip2-opt-2.7b,13.499671936035156,8.428192138671875,12.348942756652832,7.622918128967285,5.071479797363281,1.1507291793823242,0.3454551696777344,0.2269020533179686,0.0681172327369499,0.2269020533179686,0.0681172327369499,5.071479797363281,1.1507291793823242,0.3454551696777344,0.2269020533179686,0.0681172327369499
Salesforce/blip2-opt-2.7b,6.373802185058594,4.275897026062012,4.725811004638672,3.446544647216797,2.097905158996582,1.647991180419922,0.818638801574707,0.7855413164664451,0.3902172593761379,0.7855413164664451,0.3902172593761379,2.097905158996582,1.647991180419922,0.818638801574707,0.7855413164664451,0.3902172593761379
Salesforce/blip2-opt-2.7b,8.702917098999023,2.8254165649414062,5.319721221923828,2.9365358352661133,5.877500534057617,3.3831958770751958,3.4943151473999023,0.5756181318012671,0.5945240033840629,0.5756181318012671,0.5945240033840629,5.877500534057617,3.3831958770751958,3.4943151473999023,0.5756181318012671,0.5945240033840629
Salesforce/blip2-opt-2.7b,8.822221755981445,5.557909965515137,8.807175636291504,4.99514102935791,3.2643117904663086,0.0150461196899414,-0.5477228164672852,0.00460927774543,-0.167791207343292,0.00460927774543,0.167791207343292,3.2643117904663086,0.0150461196899414,0.0,0.00460927774543,0.0
Salesforce/blip2-opt-2.7b,13.305364608764648,11.81179428100586,13.794759750366213,10.822257995605469,1.493570327758789,-0.4893951416015625,-1.4789314270019531,-0.327667959456543,-0.9901987201507928,0.327667959456543,0.9901987201507928,1.493570327758789,0.0,0.0,0.0,0.0
Salesforce/blip2-opt-2.7b,9.364288330078123,6.402722358703613,3.600200653076172,4.058880805969238,2.961565971374512,5.764087677001953,3.420246124267578,1.9462972402828984,1.1548775740019006,1.9462972402828984,1.1548775740019006,2.961565971374512,5.764087677001953,3.420246124267578,1.9462972402828984,1.1548775740019006
Salesforce/blip2-opt-2.7b,9.722229957580566,3.944149017333984,7.713998794555664,3.127552032470703,5.778080940246582,2.0082311630249023,1.191634178161621,0.3475602338895585,0.2062335558267149,0.3475602338895585,0.2062335558267149,5.778080940246582,2.0082311630249023,1.191634178161621,0.3475602338895585,0.2062335558267149
Salesforce/blip2-opt-2.7b,6.731938362121582,4.884711265563965,6.527744293212891,5.263265609741211,1.8472270965576167,0.2041940689086914,0.5827484130859375,0.1105408583975491,0.3154719926813075,0.1105408583975491,0.3154719926813075,1.8472270965576167,0.2041940689086914,0.5827484130859375,0.1105408583975491,0.3154719926813075
Salesforce/blip2-opt-2.7b,6.526612281799316,2.662446975708008,4.08095645904541,2.425537109375,3.8641653060913086,2.4456558227539062,2.2087459564208984,0.6329066251122013,0.5715971707885074,0.6329066251122013,0.5715971707885074,3.8641653060913086,2.4456558227539062,2.2087459564208984,0.6329066251122013,0.5715971707885074
Salesforce/blip2-opt-2.7b,11.168954849243164,4.979791641235352,11.462669372558594,5.070577621459961,6.1891632080078125,-0.2937145233154297,-0.2029285430908203,-0.0474562575657091,-0.0327877188354416,0.0474562575657091,0.0327877188354416,6.1891632080078125,0.0,0.0,0.0,0.0
Salesforce/blip2-opt-2.7b,6.2490997314453125,5.386333465576172,7.228521347045898,7.128033638000488,0.8627662658691406,-0.979421615600586,0.7622785568237305,-1.135210837913242,0.8835284676502969,1.135210837913242,0.8835284676502969,0.8627662658691406,0.0,0.7622785568237305,0.0,0.8835284676502969
Salesforce/blip2-opt-2.7b,7.106708526611328,5.216729164123535,6.74791431427002,3.148855209350586,1.889979362487793,0.3587942123413086,-1.7090797424316406,0.1898402805145053,-0.904284870170205,0.1898402805145053,0.904284870170205,1.889979362487793,0.3587942123413086,0.0,0.1898402805145053,0.0
Salesforce/blip2-opt-2.7b,15.499464988708496,15.686182022094728,16.16204833984375,17.223270416259766,-0.1867170333862304,-0.6625833511352539,0.8745050430297852,3.548596178500105,-4.683584711957383,3.548596178500105,4.683584711957383,0.001,0.0,0.8745050430297852,0.0,874.5050430297852
Salesforce/blip2-opt-2.7b,5.8792009353637695,2.341621398925781,4.46246337890625,2.0800037384033203,3.5375795364379883,1.4167375564575195,1.1551198959350586,0.4004821776767857,0.3265283180313046,0.4004821776767857,0.3265283180313046,3.5375795364379883,1.4167375564575195,1.1551198959350586,0.4004821776767857,0.3265283180313046
Salesforce/blip2-opt-6.7b,9.664881706237791,6.945238590240479,11.481527328491213,5.995950698852539,2.7196431159973145,-1.816645622253418,-2.7659335136413574,-0.6679720627929668,-1.017020761794721,0.6679720627929668,1.017020761794721,2.7196431159973145,0.0,0.0,0.0,0.0
